Category,Currency,SellerRating,Duration,endDay,OpenPrice,Competitive
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,37727,7,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Wed,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Home/Garden,GBP,29,7,Thu,0.017846154,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Books,US,352,7,Sat,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Home/Garden,GBP,2991,7,Thu,0.534545455,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Collectibles,US,1,5,Tue,0.01,yes
Collectibles,US,1,5,Fri,0.01,yes
Collectibles,US,1,5,Fri,0.01,yes
Business/Industrial,US,5450,3,Sun,0.01,yes
Collectibles,US,1,5,Tue,0.01,yes
Music/Movie/Game,US,3249,5,Mon,0.01,yes
Music/Movie/Game,GBP,1029,7,Thu,1.07,no
Music/Movie/Game,GBP,1029,7,Thu,1.07,no
Toys/Hobbies,GBP,2991,7,Thu,0.535,yes
Toys/Hobbies,GBP,2991,7,Thu,0.53553719,yes
Collectibles,US,1,5,Fri,0.01,yes
Collectibles,US,1,5,Tue,0.01,yes
Books,US,30,7,Mon,0.7,no
Music/Movie/Game,GBP,1029,7,Thu,1.25,no
Music/Movie/Game,GBP,1029,7,Thu,1.25,no
Music/Movie/Game,GBP,1029,7,Thu,1.25,no
Music/Movie/Game,GBP,1029,7,Thu,1.25,yes
Music/Movie/Game,GBP,70,7,Thu,0.894230769,yes
Collectibles,US,1,5,Tue,0.01,yes
Collectibles,US,1,5,Tue,0.01,yes
Electronics,US,4,5,Sat,0.01,yes
Toys/Hobbies,GBP,2991,7,Thu,0.535909091,yes
Music/Movie/Game,GBP,1029,7,Thu,1.252631579,yes
Toys/Hobbies,GBP,2991,7,Thu,0.535862069,yes
Computer,US,411,3,Sat,0.99,yes
Automotive,US,793,3,Sat,0.99,yes
Toys/Hobbies,US,3277,3,Sun,0.99,no
Toys/Hobbies,US,3277,3,Sun,0.99,no
Toys/Hobbies,US,3277,3,Sun,0.99,no
Music/Movie/Game,US,841,5,Mon,0.99,no
Music/Movie/Game,US,841,5,Mon,0.99,no
Music/Movie/Game,US,841,5,Mon,0.99,no
Music/Movie/Game,US,841,5,Mon,0.99,no
Music/Movie/Game,US,841,5,Mon,0.99,yes
Collectibles,US,2220,5,Mon,0.99,no
EverythingElse,US,109,7,Fri,0.99,no
Books,GBP,149,7,Thu,1.77,no
Music/Movie/Game,GBP,149,7,Thu,1.77,no
Music/Movie/Game,GBP,215,7,Thu,1.77,no
Collectibles,US,2695,7,Fri,0.99,no
Collectibles,US,2695,7,Sat,0.99,no
Collectibles,US,2695,7,Sat,0.99,no
Collectibles,US,2695,7,Sat,0.99,no
Collectibles,US,2695,7,Sat,0.99,no
Toys/Hobbies,GBP,2991,7,Thu,1.77,no
Toys/Hobbies,GBP,2991,7,Thu,1.77,no
Music/Movie/Game,GBP,2991,7,Thu,1.77,no
Clothing/Accessories,GBP,2991,7,Thu,1.77,no
Coins/Stamps,GBP,3380,7,Thu,1.77,no
Coins/Stamps,GBP,3380,7,Thu,1.77,yes
Toys/Hobbies,US,3385,7,Sat,0.99,no
Computer,US,4790,7,Tue,0.99,no
Collectibles,US,743,3,Sat,1,yes
Electronics,GBP,9,5,Sun,1.23,no
Automotive,US,113,5,Sun,1,no
Antique/Art/Craft,GBP,158,5,Mon,1.23,no
Books,GBP,410,5,Mon,1.23,no
Books,GBP,666,5,Thu,1.23,no
Books,GBP,865,5,Fri,1.23,no
Clothing/Accessories,GBP,865,5,Sat,1.23,no
Music/Movie/Game,GBP,1301,5,Fri,1.23,no
Business/Industrial,GBP,27,7,Sun,1.23,no
Business/Industrial,GBP,27,7,Sun,1.23,no
Computer,GBP,29,7,Fri,1.23,no
Clothing/Accessories,GBP,41,7,Thu,1.23,no
Books,GBP,104,7,Mon,1.23,no
Music/Movie/Game,GBP,104,7,Mon,1.23,no
Music/Movie/Game,GBP,858,7,Mon,1.23,no
Jewelry,US,1317,7,Mon,1,yes
Music/Movie/Game,GBP,1515,7,Mon,1.23,no
Antique/Art/Craft,GBP,1550,7,Mon,1.23,no
Antique/Art/Craft,GBP,1550,7,Mon,1.23,no
Antique/Art/Craft,GBP,1550,7,Mon,1.23,no
Antique/Art/Craft,GBP,1550,7,Wed,1.23,no
Electronics,GBP,1550,7,Sat,1.23,no
Music/Movie/Game,GBP,2162,7,Thu,1.23,no
Music/Movie/Game,GBP,2162,7,Thu,1.23,yes
Pottery/Glass,GBP,5292,7,Thu,1.78,no
Pottery/Glass,GBP,5292,7,Thu,1.78,no
Automotive,GBP,23,10,Wed,1.23,no
Home/Garden,GBP,54,10,Tue,1.23,no
Books,GBP,89,10,Wed,1.23,no
Home/Garden,GBP,100,10,Fri,1.23,no
Computer,GBP,165,10,Wed,1.23,no
Clothing/Accessories,GBP,279,10,Tue,1.23,no
Coins/Stamps,GBP,684,10,Wed,1.23,no
Books,GBP,865,10,Wed,1.23,no
Books,GBP,865,10,Wed,1.23,no
Books,GBP,865,10,Wed,1.23,no
SportingGoods,GBP,865,10,Wed,1.23,no
Music/Movie/Game,GBP,1075,10,Thu,1.23,no
Books,GBP,1386,10,Sat,1.23,no
Music/Movie/Game,GBP,1645,10,Sun,1.23,no
Music/Movie/Game,GBP,1645,10,Sun,1.23,no
Collectibles,GBP,1853,10,Tue,1.23,no
Collectibles,GBP,1853,10,Tue,1.23,no
Collectibles,GBP,1853,10,Tue,1.23,no
Collectibles,GBP,2163,10,Fri,1.23,no
Music/Movie/Game,GBP,2404,10,Sat,1.23,no
Music/Movie/Game,GBP,2638,10,Mon,1.23,no
Music/Movie/Game,GBP,2638,10,Tue,1.23,no
Music/Movie/Game,GBP,2638,10,Tue,1.23,no
Music/Movie/Game,GBP,2638,10,Tue,1.23,no
Music/Movie/Game,GBP,3057,10,Mon,1.23,no
Computer,GBP,3375,10,Thu,1.23,no
Computer,GBP,3375,10,Thu,1.23,no
Music/Movie/Game,GBP,5701,10,Mon,1.23,no
Music/Movie/Game,GBP,5701,10,Sun,1.23,no
Music/Movie/Game,GBP,5701,10,Sun,1.23,no
Music/Movie/Game,GBP,5701,10,Sun,1.23,no
Music/Movie/Game,GBP,5701,10,Sun,1.23,no
Home/Garden,GBP,5701,10,Tue,1.23,no
Home/Garden,GBP,5701,10,Wed,1.23,no
Collectibles,GBP,5701,10,Sun,1.23,yes
Music/Movie/Game,GBP,5701,10,Mon,1.23,yes
Toys/Hobbies,GBP,2991,7,Thu,1.770576923,yes
Music/Movie/Game,GBP,2991,7,Thu,0.535135135,yes
Home/Garden,US,533,7,Mon,0.01,yes
Collectibles,US,1,5,Tue,0.01,yes
Collectibles,US,1386,3,Sat,0.25,yes
Home/Garden,GBP,53,7,Thu,1.7655,yes
Collectibles,US,2695,7,Sat,0.99,yes
Toys/Hobbies,US,1124,7,Tue,1,yes
Music/Movie/Game,GBP,1029,7,Thu,1.425882353,yes
Toys/Hobbies,GBP,2991,7,Thu,0.535531915,yes
Home/Garden,GBP,53,7,Thu,1.766875,yes
Home/Garden,GBP,2991,7,Thu,1.766875,yes
Toys/Hobbies,US,3277,3,Sun,,yes
Electronics,GBP,1550,7,Fri,1.226666667,yes
Electronics,GBP,1550,7,Fri,1.226666667,yes
Electronics,GBP,1550,7,Fri,1.226666667,yes
Electronics,GBP,1550,7,Sat,1.226666667,yes
Electronics,GBP,1550,7,Mon,1.226666667,yes
Business/Industrial,GBP,743,10,Fri,1.226666667,yes
Books,GBP,2163,10,Tue,1.226666667,yes
Music/Movie/Game,GBP,5701,10,Mon,1.226666667,yes
Coins/Stamps,GBP,3380,7,Thu,2.23,no
Home/Garden,GBP,53,7,Thu,1.769625,yes
Music/Movie/Game,GBP,2991,7,Thu,0.535636364,yes
Home/Garden,GBP,53,7,Thu,1.769112427,yes
Home/Garden,GBP,53,7,Thu,1.764529412,yes
Music/Movie/Game,GBP,215,7,Thu,1.764529412,yes
Coins/Stamps,GBP,1033,10,Fri,1.230769231,yes
Home/Garden,GBP,53,7,Thu,1.765028572,yes
Home/Garden,GBP,53,7,Thu,1.766368421,yes
Collectibles,US,1,5,Fri,0.01,yes
Books,GBP,1553,10,Tue,1.71,no
Toys/Hobbies,GBP,2991,7,Thu,0.535384616,yes
Electronics,GBP,1550,7,Sat,1.23,yes
Electronics,GBP,1550,7,Wed,1.23,yes
Electronics,GBP,1550,7,Wed,1.23,yes
Music/Movie/Game,GBP,2638,10,Tue,1.23,yes
Home/Garden,GBP,53,7,Thu,1.767857143,yes
Music/Movie/Game,GBP,1148,3,Thu,1.7685,yes
Music/Movie/Game,GBP,1148,3,Thu,1.7685,yes
Home/Garden,US,841,5,Mon,0.99,yes
Music/Movie/Game,GBP,118,7,Thu,1.7685,yes
Home/Garden,GBP,53,7,Thu,1.764977376,yes
Music/Movie/Game,GBP,104,7,Mon,1.829999999,no
Books,GBP,201,7,Thu,2.66,no
Antique/Art/Craft,US,945,7,Sun,1.49,no
Books,GBP,2731,7,Thu,2.66,no
Books,GBP,1553,10,Tue,1.829999999,no
Coins/Stamps,GBP,3380,7,Thu,2.680000001,no
Toys/Hobbies,GBP,300,10,Wed,1.840000001,no
Toys/Hobbies,GBP,300,10,Wed,1.840000001,no
Toys/Hobbies,GBP,300,10,Wed,1.840000001,no
Home/Garden,GBP,53,7,Thu,1.7655,yes
Home/Garden,GBP,53,7,Thu,1.7655,yes
Music/Movie/Game,GBP,1301,5,Fri,1.228,yes
Music/Movie/Game,GBP,104,7,Mon,1.228,yes
Music/Movie/Game,GBP,765,7,Sun,1.228,yes
Books,GBP,1386,10,Sat,1.228,yes
Books,GBP,15,10,Sun,1.231075697,yes
Music/Movie/Game,GBP,429,3,Thu,2.662603551,yes
Home/Garden,GBP,53,7,Thu,1.766769231,yes
Clothing/Accessories,GBP,77,7,Thu,1.767333333,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Home/Garden,GBP,53,7,Thu,1.7655,yes
Books,GBP,2731,7,Thu,2.65965,yes
Antique/Art/Craft,GBP,1553,10,Tue,1.8327,yes
Collectibles,GBP,221,7,Wed,1.23,yes
Clothing/Accessories,GBP,41,10,Sun,1.23,yes
Clothing/Accessories,GBP,41,10,Sun,1.23,yes
Books,GBP,268,10,Sun,1.845,yes
Music/Movie/Game,GBP,5701,10,Fri,1.22923588,yes
Music/Movie/Game,GBP,3057,10,Mon,1.229508197,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Home/Garden,GBP,53,7,Thu,1.76653125,yes
Home/Garden,GBP,53,7,Thu,1.76653125,yes
Jewelry,US,743,3,Sat,1,yes
Clothing/Accessories,GBP,2991,7,Thu,0.535304348,yes
Collectibles,GBP,170,7,Fri,1.228571429,yes
Clothing/Accessories,GBP,1661,7,Wed,1.230113636,yes
Toys/Hobbies,GBP,104,10,Fri,1.230555556,yes
Collectibles,GBP,1954,7,Thu,1.766522911,yes
Music/Movie/Game,GBP,293,10,Thu,1.766522911,yes
Music/Movie/Game,GBP,1148,3,Thu,1.76766756,yes
SportingGoods,US,2378,3,Sun,0.01,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Coins/Stamps,US,5564,7,Mon,0.99,yes
Jewelry,GBP,72,1,Thu,2.45,no
Jewelry,GBP,72,1,Fri,2.45,no
Computer,GBP,105,3,Sun,2.45,no
Music/Movie/Game,GBP,681,3,Sat,2.45,no
Automotive,US,3114,3,Sat,1.99,no
Clothing/Accessories,GBP,24,7,Sat,2.45,no
Health/Beauty,GBP,70,7,Fri,2.45,no
Health/Beauty,GBP,70,7,Sat,2.45,no
Health/Beauty,GBP,70,7,Mon,2.45,no
Health/Beauty,GBP,70,7,Wed,2.45,no
Music/Movie/Game,GBP,104,7,Thu,2.45,no
Computer,GBP,105,7,Thu,2.45,no
Music/Movie/Game,GBP,205,7,Fri,2.45,no
Music/Movie/Game,GBP,205,7,Fri,2.45,no
Music/Movie/Game,GBP,205,7,Fri,2.45,no
Music/Movie/Game,GBP,205,7,Fri,2.45,no
EverythingElse,US,212,7,Fri,1.99,no
Toys/Hobbies,GBP,2731,7,Thu,3.55,no
Coins/Stamps,GBP,3380,7,Thu,3.55,no
Coins/Stamps,GBP,3380,7,Thu,3.55,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Toys/Hobbies,US,3385,7,Sat,1.99,no
Home/Garden,GBP,5350,7,Sat,2.45,no
Home/Garden,GBP,5350,7,Mon,2.45,no
Toys/Hobbies,US,9003,7,Mon,1.99,no
Antique/Art/Craft,GBP,18,10,Sun,2.45,no
Antique/Art/Craft,GBP,18,10,Sun,2.45,no
Antique/Art/Craft,GBP,18,10,Sun,2.45,yes
Toys/Hobbies,GBP,300,10,Wed,2.45,no
Collectibles,GBP,578,10,Sun,2.45,no
Collectibles,GBP,578,10,Sun,2.45,no
Collectibles,GBP,578,10,Mon,2.45,no
Collectibles,GBP,578,10,Mon,2.45,no
Collectibles,GBP,578,10,Mon,2.45,no
Collectibles,GBP,578,10,Mon,2.45,no
Collectibles,GBP,884,10,Mon,2.45,yes
Collectibles,GBP,884,10,Mon,2.45,yes
Collectibles,GBP,1545,10,Mon,2.45,no
Collectibles,GBP,1545,10,Mon,2.45,no
Collectibles,GBP,1545,10,Thu,2.45,no
Computer,GBP,2382,10,Sun,2.45,no
Antique/Art/Craft,GBP,2507,10,Sun,2.45,no
Antique/Art/Craft,GBP,2507,10,Sun,2.45,no
SportingGoods,GBP,4366,10,Mon,2.45,no
Automotive,GBP,5701,10,Mon,2.45,no
Electronics,GBP,5701,10,Fri,2.45,no
Electronics,GBP,5701,10,Mon,2.45,no
Music/Movie/Game,GBP,5701,10,Sun,2.45,no
Music/Movie/Game,GBP,5701,10,Sun,2.45,no
Toys/Hobbies,GBP,5827,10,Wed,2.45,no
Toys/Hobbies,GBP,5827,10,Wed,2.45,no
Toys/Hobbies,GBP,5827,10,Wed,2.45,no
Music/Movie/Game,US,3277,3,Sun,2,yes
Music/Movie/Game,GBP,1301,5,Fri,1.23,yes
Antique/Art/Craft,US,52,7,Fri,2,no
Music/Movie/Game,GBP,130,7,Sun,2.46,no
Home/Garden,GBP,376,7,Thu,3.57,no
Collectibles,US,2695,7,Fri,2,no
Collectibles,US,2695,7,Sat,2,no
Collectibles,US,2695,7,Sat,2,no
Collectibles,US,2695,7,Sat,2,no
Collectibles,US,2696,7,Mon,2,no
Antique/Art/Craft,US,4390,7,Mon,2,no
Home/Garden,GBP,53,7,Thu,1.767857143,yes
Pottery/Glass,GBP,107,10,Thu,1.767857143,yes
Home/Garden,GBP,53,7,Thu,1.766009501,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Automotive,US,2162,5,Sun,1.99,yes
Toys/Hobbies,US,3385,7,Sat,1.99,yes
Toys/Hobbies,US,3385,7,Sat,1.99,yes
Home/Garden,GBP,54,5,Sat,1.228888889,yes
Music/Movie/Game,GBP,1301,7,Sun,1.230769231,yes
Music/Movie/Game,GBP,1301,7,Sun,1.230434783,yes
Music/Movie/Game,GBP,17,7,Thu,1.767255319,yes
Music/Movie/Game,GBP,1842,10,Thu,1.767255319,yes
Collectibles,US,2696,7,Mon,2,yes
Collectibles,US,5703,10,Sun,0.5,yes
Toys/Hobbies,GBP,2507,7,Fri,2.445542169,yes
Collectibles,GBP,1545,10,Mon,2.445542169,yes
Home/Garden,GBP,5350,5,Fri,2.44372,yes
Music/Movie/Game,GBP,205,7,Fri,2.44372,yes
Clothing/Accessories,GBP,569,10,Thu,2.44372,yes
Collectibles,GBP,1545,10,Mon,2.44372,yes
Jewelry,US,1124,3,Sun,2,yes
Books,GBP,83,10,Fri,1.230038023,yes
Coins/Stamps,GBP,3380,7,Thu,3.552518518,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Music/Movie/Game,GBP,17,7,Thu,1.7676,yes
Toys/Hobbies,GBP,1768,7,Thu,1.7676,yes
Home/Garden,GBP,670,7,Thu,1.766188748,yes
Toys/Hobbies,US,3385,7,Sat,1.99,yes
Collectibles,US,2695,7,Sat,2,yes
Collectibles,GBP,442,10,Wed,1.229090909,yes
Jewelry,GBP,5701,10,Mon,1.229090909,yes
Collectibles,GBP,88,7,Thu,1.784029038,yes
Toys/Hobbies,US,3385,7,Sat,1.99,yes
Music/Movie/Game,US,3277,3,Sun,2,yes
Automotive,GBP,526,10,Tue,1.230357143,yes
Music/Movie/Game,US,841,5,Mon,0.99,yes
Collectibles,GBP,1545,10,Wed,2.4477,yes
Collectibles,GBP,1545,10,Tue,2.4477,yes
Electronics,GBP,5701,10,Wed,2.4477,yes
Computer,GBP,863,10,Fri,2.446179401,yes
Automotive,GBP,526,10,Thu,1.229617304,yes
Collectibles,GBP,1545,10,Mon,2.449735973,yes
Collectibles,GBP,920,3,Fri,1.230145867,yes
Music/Movie/Game,GBP,105,7,Thu,4.44,no
Music/Movie/Game,GBP,105,7,Thu,4.44,no
Toys/Hobbies,US,3277,3,Sun,0.99,yes
Collectibles,US,510,3,Sun,2.5,no
Computer,US,366,5,Mon,2.5,no
Home/Garden,GBP,1402,7,Fri,3.07,no
Coins/Stamps,GBP,300,10,Wed,2.444857144,yes
Music/Movie/Game,GBP,118,7,Thu,1.766769231,yes
Music/Movie/Game,GBP,548,10,Tue,1.229583975,yes
Automotive,GBP,526,10,Wed,1.229230769,yes
Automotive,GBP,526,10,Sat,1.229230769,yes
Collectibles,GBP,433,5,Fri,2.44830303,yes
SportingGoods,GBP,118,7,Thu,1.767223881,yes
Music/Movie/Game,GBP,105,7,Thu,4.443122676,yes
Toys/Hobbies,US,3277,3,Sun,0.99,yes
Music/Movie/Game,GBP,205,7,Fri,2.444857144,yes
Automotive,GBP,526,10,Mon,1.23,yes
Music/Movie/Game,GBP,205,7,Fri,2.449661971,yes
Toys/Hobbies,US,35,1,Fri,0.01,yes
Electronics,GBP,5701,10,Sun,2.448805556,yes
Music/Movie/Game,GBP,17,7,Thu,1.76697931,yes
Music/Movie/Game,GBP,105,7,Thu,4.445813149,yes
Coins/Stamps,US,1054,5,Mon,0.77,yes
Collectibles,GBP,170,7,Fri,1.229333333,yes
Jewelry,US,225,7,Mon,0.01,yes
Clothing/Accessories,GBP,18,10,Sun,1.229333333,yes
Automotive,GBP,526,10,Fri,1.230359521,yes
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Toys/Hobbies,US,3385,7,Sat,2.75,no
Coins/Stamps,US,5564,7,Sat,2.79,no
Music/Movie/Game,US,841,5,Mon,0.99,yes
Music/Movie/Game,GBP,118,7,Thu,1.76715,yes
Music/Movie/Game,GBP,105,7,Thu,4.44309375,yes
Collectibles,GBP,578,10,Mon,2.446558604,yes
Computer,GBP,113,7,Tue,1.23,yes
Toys/Hobbies,GBP,293,10,Thu,4.4609375,yes
Toys/Hobbies,GBP,638,10,Sun,1.229426434,yes
Electronics,US,2956,3,Fri,0.1,yes
Collectibles,GBP,18,7,Thu,2.678181818,yes
SportingGoods,GBP,79,7,Thu,1.766607774,yes
Computer,US,411,5,Mon,0.99,yes
Collectibles,GBP,170,7,Thu,1.229411765,yes
SportingGoods,US,2378,1,Fri,0.01,yes
Collectibles,US,119,10,Sat,0.01,yes
EverythingElse,GBP,232,3,Thu,5.339999999,no
Books,US,638,3,Sat,2.99,no
